geography,subsector
30045,mining
30047,construction
30047,mining
30049,mining
30051,construction
30051,mining
30053,construction
30053,mining
30055,construction
30055,mining
30057,construction
30057,mining
30059,construction
30059,mining
30061,construction
30061,mining
30063,mining
30065,construction
30065,mining
30067,construction
30067,mining
30069,construction
30069,mining
30071,construction
30071,mining
30073,construction
30073,mining
30075,construction
30075,mining
30077,construction
30077,mining
30079,construction
30079,mining
30081,mining
30083,mining
30085,construction
30085,mining
30087,mining
30089,construction
30089,mining
30091,construction
30091,mining
30093,construction
30093,mining
30095,construction
30095,mining
30097,construction
30097,mining
30099,construction
30099,mining
30101,construction
30101,mining
30103,construction
30103,mining
30105,construction
30105,mining
30107,construction
30107,mining
30109,construction
30109,mining
30111,mining
31001,construction
31001,mining
31003,construction
31003,mining
31005,construction
31005,mining
31007,construction
31007,mining
31009,construction
31009,mining
31011,construction
31011,mining
31013,construction
31013,mining
31015,construction
31015,mining
31017,construction
31017,mining
31019,mining
31021,construction
31021,mining
31023,construction
31023,mining
31025,mining
31027,construction
31027,mining
31029,construction
31029,mining
31031,construction
31031,mining
31033,construction
31033,mining
31035,construction
31035,mining
31037,construction
31037,mining
31039,construction
31039,mining
31041,construction
31041,mining
31043,mining
31045,construction
31045,mining
31047,mining
31049,construction
31049,mining
31051,construction
31051,mining
31053,construction
31053,mining
31055,mining
31057,construction
31057,mining
31059,construction
31059,mining
31061,construction
31061,mining
31063,construction
31063,mining
31065,mining
31067,construction
31067,mining
31069,construction
31069,mining
31071,construction
31071,mining
31073,mining
31075,construction
31075,mining
31077,construction
31077,mining
31079,construction
31079,mining
31081,construction
31081,mining
31083,construction
31083,mining
31085,construction
31085,mining
31087,construction
31087,mining
31089,construction
31089,mining
31091,construction
31091,mining
31093,construction
31093,mining
31095,construction
31095,mining
31097,construction
31097,mining
31099,construction
31099,mining
31101,construction
31101,mining
31103,construction
31103,mining
31105,construction
31105,mining
31107,construction
31107,mining
31109,mining
31111,mining
31113,construction
31113,mining
31115,construction
31115,mining
31117,construction
31117,mining
31119,mining
31121,construction
31121,mining
31123,construction
31123,mining
31125,construction
31125,mining
31127,construction
31127,mining
31129,construction
31129,mining
31131,mining
31133,construction
31133,mining
31135,construction
31135,mining
31137,construction
31137,mining
31139,construction
31139,mining
31141,mining
31143,construction
31143,mining
31145,construction
31145,mining
31147,construction
31147,mining
31149,construction
31149,mining
31151,construction
31151,mining
31153,mining
31155,mining
31157,construction
31157,mining
31159,construction
31159,mining
31161,construction
31161,mining
31163,construction
31163,mining
31165,construction
31165,mining
31167,construction
31167,mining
31169,construction
31169,mining
31171,construction
31171,mining
31173,construction
31173,mining
31175,construction
31175,mining
31177,construction
31177,mining
31179,construction
31179,mining
31181,construction
31181,mining
31183,construction
31183,mining
31185,mining
32001,construction
32001,mining
32003,mining
32005,construction
32005,mining
32007,mining
32009,construction
32009,mining
32011,construction
32011,mining
32013,construction
32013,mining
32015,construction
32015,mining
32017,construction
32017,mining
32019,mining
32021,construction
32021,mining
32023,mining
32027,construction
32027,mining
32029,mining
32031,mining
32033,construction
32033,mining
32510,mining
33001,construction
33001,mining
33003,construction
33007,construction
33007,mining
33011,mining
33017,mining
33019,construction
34001,mining
34005,mining
34007,mining
34009,mining
34011,mining
34015,mining
34017,mining
34021,mining
34023,mining
34025,mining
34029,mining
34033,mining
34039,mining
35001,mining
35003,construction
35003,mining
35005,mining
35006,mining
35007,construction
35009,mining
35011,construction
35011,mining
35013,mining
35015,mining
35017,construction
35017,mining
35019,construction
35019,mining
35021,construction
35021,mining
35023,construction
35023,mining
35025,mining
35027,construction
35027,mining
35028,mining
35029,construction
35029,mining
35031,construction
35031,mining
35033,construction
35033,mining
35035,mining
35037,construction
35037,mining
35039,construction
35039,mining
35041,construction
35041,mining
35043,mining
35045,mining
35047,construction
35047,mining
35049,mining
35051,construction
35051,mining
35053,mining
35055,construction
35055,mining
35057,construction
35057,mining
35059,construction
35059,mining
35061,mining
36001,mining
36003,construction
36003,mining
36005,mining
36007,mining
36009,mining
36013,mining
36015,mining
36017,construction
36017,mining
36021,construction
36023,construction
36023,mining
36025,construction
36025,mining
36031,construction
36033,construction
36035,construction
36039,construction
36039,mining
36041,construction
36047,mining
36049,construction
36053,mining
36057,mining
36059,mining
36061,mining
36063,mining
36069,mining
36073,construction
36075,construction
36075,mining
36077,construction
36077,mining
36081,mining
36083,mining
36085,mining
36093,mining
36095,mining
36097,construction
36097,mining
36099,mining
36101,mining
36103,mining
36105,construction
36107,construction
36107,mining
36115,construction
36117,mining
36121,mining
36123,construction
36123,mining
37003,construction
37005,construction
37007,construction
37007,mining
37009,construction
37011,construction
37013,mining
37015,construction
37015,mining
37017,construction
37017,mining
37019,mining
37029,construction
37029,mining
37031,mining
37033,mining
37039,construction
37041,construction
37041,mining
37043,construction
37047,mining
37049,mining
37051,mining
37053,construction
37053,mining
37055,mining
37059,mining
37061,construction
37061,mining
37063,mining
37065,mining
37067,mining
37073,construction
37073,mining
37075,construction
37075,mining
37079,construction
37079,mining
37087,construction
37091,construction
37091,mining
37093,mining
37095,construction
37095,mining
37097,mining
37099,construction
37103,construction
37103,mining
37107,construction
37107,mining
37113,construction
37115,construction
37117,construction
37117,mining
37121,construction
37123,construction
37129,mining
37131,mining
37133,mining
37137,construction
37137,mining
37139,mining
37141,mining
37143,mining
37149,mining
37153,construction
37153,mining
37155,mining
37161,construction
37163,construction
37163,mining
37165,construction
37165,mining
37173,construction
37177,construction
37177,mining
37185,construction
37185,mining
37187,construction
37187,mining
37191,mining
37195,mining
37197,construction
37197,mining
37199,construction
38001,construction
38001,mining
38003,construction
38003,mining
38005,construction
38005,mining
38007,construction
38007,mining
38009,construction
38009,mining
38011,mining
38013,construction
38013,mining
38015,mining
38017,mining
38019,construction
38019,mining
38021,construction
38021,mining
38023,construction
38023,mining
38025,construction
38025,mining
38027,construction
38027,mining
38029,construction
38029,mining
38031,mining
38033,construction
38033,mining
38035,mining
38037,construction
38037,mining
38039,construction
38039,mining
38041,construction
38041,mining
38043,construction
38043,mining
38045,construction
38045,mining
38047,construction
38047,mining
38049,construction
38049,mining
38051,construction
38051,mining
38053,mining
38055,mining
38057,mining
38059,mining
38061,mining
38063,construction
38063,mining
38065,construction
38065,mining
38067,construction
38067,mining
38069,construction
38069,mining
38071,construction
38071,mining
38073,construction
38073,mining
38075,construction
38075,mining
38077,construction
38077,mining
38079,mining
38081,construction
38081,mining
38083,construction
38083,mining
38085,construction
38085,mining
38087,construction
38087,mining
38089,mining
38091,construction
38091,mining
38093,construction
38093,mining
38095,construction
38095,mining
38097,construction
38097,mining
38099,construction
38099,mining
38101,mining
38103,construction
38103,mining
38105,mining
39001,construction
39001,mining
