geography,subsector
27047,pulp_paper
27049,cement_concrete
27049,pet_refinery
27049,pulp_paper
27051,cement_concrete
27051,pet_refinery
27051,pulp_paper
27053,cement_concrete
27055,cement_concrete
27055,iron_steel
27055,pet_refinery
27055,pulp_paper
27057,cement_concrete
27057,iron_steel
27057,pesticides_fertilizer
27057,pet_refinery
27057,pulp_paper
27059,cement_concrete
27059,iron_steel
27059,pet_refinery
27059,pulp_paper
27061,cement_concrete
27061,iron_steel
27061,pesticides_fertilizer
27061,pet_refinery
27063,cement_concrete
27063,iron_steel
27063,pet_refinery
27063,pulp_paper
27065,cement_concrete
27065,chemical
27065,iron_steel
27065,pesticides_fertilizer
27065,pet_refinery
27065,pulp_paper
27067,cement_concrete
27067,iron_steel
27067,pet_refinery
27067,pulp_paper
27069,cement_concrete
27069,chemical
27069,iron_steel
27069,pesticides_fertilizer
27069,pet_refinery
27069,pulp_paper
27071,cement_concrete
27071,iron_steel
27071,pesticides_fertilizer
27071,pet_refinery
27073,cement_concrete
27073,iron_steel
27073,pet_refinery
27073,pulp_paper
27075,cement_concrete
27075,food_bev
27075,iron_steel
27075,pesticides_fertilizer
27075,pet_refinery
27075,pulp_paper
27077,cement_concrete
27077,food_bev
27077,iron_steel
27077,pesticides_fertilizer
27077,pet_refinery
27077,pulp_paper
27079,cement_concrete
27079,iron_steel
27079,pulp_paper
27081,cement_concrete
27081,chemical
27081,food_bev
27081,iron_steel
27081,pesticides_fertilizer
27081,pet_refinery
27081,pulp_paper
27083,cement_concrete
27083,iron_steel
27083,pet_refinery
27083,pulp_paper
27085,cement_concrete
27085,iron_steel
27085,pet_refinery
27085,pulp_paper
27087,cement_concrete
27087,iron_steel
27087,pet_refinery
27087,pulp_paper
27089,cement_concrete
27089,iron_steel
27089,pet_refinery
27089,pulp_paper
27091,cement_concrete
27091,iron_steel
27091,pet_refinery
27091,pulp_paper
27093,cement_concrete
27093,iron_steel
27093,pet_refinery
27093,pulp_paper
27095,cement_concrete
27095,iron_steel
27095,pet_refinery
27095,pulp_paper
27097,cement_concrete
27097,pet_refinery
27099,cement_concrete
27099,iron_steel
27099,pet_refinery
27099,pulp_paper
27101,cement_concrete
27101,iron_steel
27101,pet_refinery
27101,pulp_paper
27103,cement_concrete
27103,iron_steel
27103,pet_refinery
27103,pulp_paper
27105,cement_concrete
27105,iron_steel
27105,pet_refinery
27105,pulp_paper
27107,cement_concrete
27107,iron_steel
27107,pet_refinery
27107,pulp_paper
27109,cement_concrete
27109,iron_steel
27109,pulp_paper
27111,cement_concrete
27111,pet_refinery
27111,pulp_paper
27113,cement_concrete
27113,iron_steel
27113,pet_refinery
27113,pulp_paper
27115,cement_concrete
27115,chemical
27115,iron_steel
27115,pesticides_fertilizer
27115,pet_refinery
27115,pulp_paper
27117,cement_concrete
27117,iron_steel
27117,pet_refinery
27117,pulp_paper
27119,cement_concrete
27119,iron_steel
27119,pet_refinery
27119,pulp_paper
27121,cement_concrete
27121,chemical
27121,iron_steel
27121,pesticides_fertilizer
27121,pet_refinery
27121,pulp_paper
27123,cement_concrete
27125,cement_concrete
27125,iron_steel
27125,pet_refinery
27125,pulp_paper
27127,cement_concrete
27127,iron_steel
27127,pet_refinery
27127,pulp_paper
27129,cement_concrete
27129,iron_steel
27129,pet_refinery
27129,pulp_paper
27131,cement_concrete
27131,iron_steel
27131,pulp_paper
27133,cement_concrete
27133,iron_steel
27133,pet_refinery
27133,pulp_paper
27135,cement_concrete
27135,iron_steel
27135,pet_refinery
27135,pulp_paper
27137,cement_concrete
27139,cement_concrete
27139,iron_steel
27139,pulp_paper
27141,cement_concrete
27141,pet_refinery
27143,cement_concrete
27143,iron_steel
27143,pet_refinery
27143,pulp_paper
27145,cement_concrete
27145,pet_refinery
27145,pulp_paper
27147,cement_concrete
27147,iron_steel
27147,pet_refinery
27147,pulp_paper
27149,cement_concrete
27149,iron_steel
27149,pet_refinery
27149,pulp_paper
27151,cement_concrete
27151,pet_refinery
27151,pulp_paper
27153,cement_concrete
27153,iron_steel
27153,pet_refinery
27153,pulp_paper
27155,cement_concrete
27155,food_bev
27155,iron_steel
27155,pesticides_fertilizer
27155,pet_refinery
27155,pulp_paper
27157,cement_concrete
27157,iron_steel
27157,pesticides_fertilizer
27157,pet_refinery
27157,pulp_paper
27159,cement_concrete
27159,iron_steel
27159,pulp_paper
27161,cement_concrete
27161,iron_steel
27161,pet_refinery
27161,pulp_paper
27163,cement_concrete
27163,iron_steel
27163,pulp_paper
27165,cement_concrete
27165,iron_steel
27165,pet_refinery
27165,pulp_paper
27167,cement_concrete
27167,iron_steel
27167,pet_refinery
27167,pulp_paper
27169,cement_concrete
27169,pulp_paper
27171,cement_concrete
27171,pulp_paper
27173,cement_concrete
27173,iron_steel
27173,pet_refinery
27173,pulp_paper
28001,cement_concrete
28001,pesticides_fertilizer
28003,cement_concrete
28003,chemical
28003,iron_steel
28003,pesticides_fertilizer
28003,pulp_paper
28005,cement_concrete
28005,chemical
28005,food_bev
28005,pesticides_fertilizer
28005,pet_refinery
28005,pulp_paper
28007,cement_concrete
28007,chemical
28007,pesticides_fertilizer
28007,pet_refinery
28007,pulp_paper
28009,cement_concrete
28009,chemical
28009,food_bev
28009,iron_steel
28009,pesticides_fertilizer
28009,pet_refinery
28009,pulp_paper
28011,cement_concrete
28011,food_bev
28011,iron_steel
28011,pesticides_fertilizer
28011,pulp_paper
28013,cement_concrete
28013,food_bev
28013,iron_steel
28013,pet_refinery
28013,pulp_paper
28015,cement_concrete
28015,chemical
28015,food_bev
28015,iron_steel
28015,pesticides_fertilizer
28015,pet_refinery
28015,pulp_paper
28017,cement_concrete
28017,chemical
28017,iron_steel
28017,pesticides_fertilizer
28017,pet_refinery
28017,pulp_paper
28019,cement_concrete
28019,chemical
28019,food_bev
28019,iron_steel
28019,pesticides_fertilizer
28019,pet_refinery
28019,pulp_paper
28021,cement_concrete
28021,chemical
28021,food_bev
28021,iron_steel
28021,pesticides_fertilizer
28021,pet_refinery
28021,pulp_paper
28023,cement_concrete
28023,food_bev
28023,iron_steel
28023,pet_refinery
28023,pulp_paper
28025,cement_concrete
28025,pesticides_fertilizer
28025,pet_refinery
28025,pulp_paper
28027,cement_concrete
28027,iron_steel
28027,pulp_paper
28029,cement_concrete
28029,chemical
28029,iron_steel
28029,pesticides_fertilizer
28029,pet_refinery
28029,pulp_paper
28031,cement_concrete
28031,iron_steel
28031,pulp_paper
28033,cement_concrete
28033,pulp_paper
28035,cement_concrete
28035,pulp_paper
28037,cement_concrete
28037,chemical
28037,food_bev
28037,iron_steel
28037,pesticides_fertilizer
28037,pet_refinery
28037,pulp_paper
28039,cement_concrete
28039,chemical
28039,iron_steel
28039,pesticides_fertilizer
28039,pet_refinery
28039,pulp_paper
28041,cement_concrete
28041,chemical
28041,food_bev
28041,iron_steel
28041,pesticides_fertilizer
28041,pet_refinery
28041,pulp_paper
28043,cement_concrete
28043,chemical
28043,iron_steel
28043,pesticides_fertilizer
28043,pet_refinery
28045,cement_concrete
28045,iron_steel
28045,pesticides_fertilizer
28045,pet_refinery
28045,pulp_paper
28047,cement_concrete
28047,pesticides_fertilizer
28047,pulp_paper
28049,cement_concrete
28049,pulp_paper
28051,cement_concrete
28051,chemical
28051,food_bev
28051,iron_steel
28051,pesticides_fertilizer
28051,pet_refinery
28053,cement_concrete
28053,chemical
28053,iron_steel
28053,pesticides_fertilizer
28053,pet_refinery
28053,pulp_paper
28055,cement_concrete
28055,chemical
28055,food_bev
28055,iron_steel
28055,other
28055,pesticides_fertilizer
28055,pet_refinery
28055,pulp_paper
28057,cement_concrete
28057,food_bev
28057,iron_steel
28057,pesticides_fertilizer
28057,pulp_paper
28059,cement_concrete
28059,pesticides_fertilizer
28059,pulp_paper
28061,cement_concrete
28061,chemical
28061,pesticides_fertilizer
28061,pulp_paper
28063,cement_concrete
28063,chemical
28063,food_bev
28063,iron_steel
28063,pesticides_fertilizer
28063,pet_refinery
28063,pulp_paper
28065,cement_concrete
28065,chemical
28065,iron_steel
28065,pesticides_fertilizer
28065,pet_refinery
28065,pulp_paper
28067,cement_concrete
28067,iron_steel
28067,pesticides_fertilizer
28067,pulp_paper
28069,cement_concrete
28069,chemical
28069,iron_steel
28069,pesticides_fertilizer
28069,pet_refinery
28069,pulp_paper
28071,cement_concrete
28071,chemical
28071,pesticides_fertilizer
28071,pulp_paper
28073,cement_concrete
28073,chemical
28073,iron_steel
28073,pesticides_fertilizer
28073,pulp_paper
28075,cement_concrete
28075,iron_steel
28077,cement_concrete
28077,iron_steel
28077,pesticides_fertilizer
28077,pet_refinery
28079,cement_concrete
28079,chemical
28079,iron_steel
28079,pesticides_fertilizer
28079,pulp_paper
28081,cement_concrete
28081,iron_steel
28081,pesticides_fertilizer
28081,pulp_paper
28083,cement_concrete
28083,iron_steel
28083,pet_refinery
28083,pulp_paper
28085,cement_concrete
28085,pet_refinery
28085,pulp_paper
28087,cement_concrete
28087,pesticides_fertilizer
28089,cement_concrete
28089,iron_steel
28089,pesticides_fertilizer
28089,pulp_paper
28091,cement_concrete
28091,pet_refinery
28091,pulp_paper
28093,cement_concrete
28093,pet_refinery
28093,pulp_paper
28095,cement_concrete
28095,pesticides_fertilizer
28095,pet_refinery
28095,pulp_paper
28097,cement_concrete
28097,chemical
28097,food_bev
28097,pesticides_fertilizer
28097,pet_refinery
28097,pulp_paper
28099,cement_concrete
28099,chemical
28099,iron_steel
28099,pesticides_fertilizer
28099,pet_refinery
28099,pulp_paper
28101,cement_concrete
28101,chemical
28101,iron_steel
28101,pesticides_fertilizer
28101,pet_refinery
28101,pulp_paper
28103,cement_concrete
28103,iron_steel
28103,pet_refinery
28103,pulp_paper
28105,cement_concrete
28105,chemical
28105,iron_steel
28105,pesticides_fertilizer
28105,pet_refinery
28105,pulp_paper
28107,cement_concrete
28107,iron_steel
28107,pesticides_fertilizer
28107,pulp_paper
28109,cement_concrete
28109,pesticides_fertilizer
28109,pet_refinery
28109,pulp_paper
28111,cement_concrete
28111,chemical
28111,food_bev
28111,iron_steel
28111,pesticides_fertilizer
28111,pet_refinery
28113,cement_concrete
28113,pet_refinery
28113,pulp_paper
28115,cement_concrete
28115,iron_steel
28115,pesticides_fertilizer
28115,pet_refinery
28115,pulp_paper
28117,cement_concrete
28117,chemical
28117,iron_steel
28117,pesticides_fertilizer
28117,pet_refinery
28117,pulp_paper
28119,cement_concrete
28119,chemical
28119,food_bev
28119,iron_steel
28119,other
28119,pesticides_fertilizer
28119,pet_refinery
28119,pulp_paper
28121,cement_concrete
28121,iron_steel
28121,pesticides_fertilizer
28121,pet_refinery
28121,pulp_paper
28123,cement_concrete
28123,chemical
28123,iron_steel
28123,pesticides_fertilizer
28123,pulp_paper
28125,cement_concrete
28125,chemical
28125,food_bev
28125,iron_steel
28125,pesticides_fertilizer
28125,pet_refinery
28125,pulp_paper
28127,cement_concrete
28127,chemical
28127,iron_steel
28127,pesticides_fertilizer
28127,pet_refinery
28127,pulp_paper
28129,cement_concrete
28129,iron_steel
28129,pesticides_fertilizer
28129,pet_refinery
28129,pulp_paper
28131,cement_concrete
28131,chemical
28131,food_bev
28131,pesticides_fertilizer
28131,pet_refinery
28133,cement_concrete
28133,iron_steel
28133,pesticides_fertilizer
28133,pet_refinery
28133,pulp_paper
28135,cement_concrete
28135,chemical
28135,food_bev
28135,iron_steel
28135,pesticides_fertilizer
28135,pet_refinery
28137,cement_concrete
28137,chemical
28137,iron_steel
28137,pesticides_fertilizer
28137,pulp_paper
28139,cement_concrete
28139,food_bev
28139,iron_steel
28139,pulp_paper
28141,cement_concrete
28141,food_bev
28141,pesticides_fertilizer
28141,pet_refinery
28141,pulp_paper
28143,cement_concrete
28143,iron_steel
28143,pet_refinery
28143,pulp_paper
28145,cement_concrete
28145,chemical
28145,food_bev
28145,iron_steel
28145,pesticides_fertilizer
28145,pet_refinery
28145,pulp_paper
28147,cement_concrete
28147,chemical
28147,food_bev
28147,iron_steel
28147,pesticides_fertilizer
28147,pet_refinery
28147,pulp_paper
28149,cement_concrete
28151,cement_concrete
28151,iron_steel
28151,pulp_paper
28153,cement_concrete
28153,iron_steel
28153,pesticides_fertilizer
28153,pulp_paper
28155,cement_concrete
28155,chemical
28155,iron_steel
28155,pesticides_fertilizer
28155,pet_refinery
28155,pulp_paper
28157,cement_concrete
28157,food_bev
28157,iron_steel
28157,pesticides_fertilizer
28157,pet_refinery
28157,pulp_paper
28159,cement_concrete
28159,chemical
28159,food_bev
28159,iron_steel
28159,pesticides_fertilizer
28159,pet_refinery
28159,pulp_paper
28161,cement_concrete
28161,chemical
28161,iron_steel
28161,pesticides_fertilizer
28161,pet_refinery
28161,pulp_paper
28163,cement_concrete
28163,iron_steel
28163,pet_refinery
28163,pulp_paper
29001,cement_concrete
29001,chemical
29001,iron_steel
29001,pesticides_fertilizer
29001,pet_refinery
29001,pulp_paper
29003,cement_concrete
29003,food_bev
29003,iron_steel
29003,pet_refinery
29003,pulp_paper
29005,cement_concrete
29005,chemical
29005,iron_steel
29005,pesticides_fertilizer
29005,pet_refinery
29005,pulp_paper
29007,cement_concrete
29007,iron_steel
29007,pet_refinery
29007,pulp_paper
29009,cement_concrete
29009,iron_steel
29009,pesticides_fertilizer
29009,pet_refinery
29009,pulp_paper
29011,cement_concrete
29011,food_bev
29011,iron_steel
29011,pesticides_fertilizer
29011,pet_refinery
29011,pulp_paper
29013,cement_concrete
29013,chemical
29013,iron_steel
29013,pesticides_fertilizer
29013,pet_refinery
29015,cement_concrete
29015,chemical
29015,iron_steel
29015,pesticides_fertilizer
29015,pet_refinery
29015,pulp_paper
29017,cement_concrete
29017,chemical
29017,pesticides_fertilizer
29017,pet_refinery
29017,pulp_paper
29019,cement_concrete
29019,iron_steel
29019,pesticides_fertilizer
29019,pulp_paper
29021,cement_concrete
29021,iron_steel
29021,pulp_paper
29023,cement_concrete
29023,chemical
29023,iron_steel
29023,pesticides_fertilizer
29023,pet_refinery
29023,pulp_paper
29025,cement_concrete
29025,chemical
29025,food_bev
29025,iron_steel
29025,pesticides_fertilizer
29025,pet_refinery
29025,pulp_paper
29027,cement_concrete
29027,pesticides_fertilizer
29027,pet_refinery
29027,pulp_paper
29029,cement_concrete
29029,chemical
29029,pesticides_fertilizer
29029,pulp_paper
29031,pet_refinery
29033,cement_concrete
29033,iron_steel
29033,pet_refinery
29033,pulp_paper
29035,cement_concrete
29035,iron_steel
29035,pesticides_fertilizer
29035,pet_refinery
29035,pulp_paper
29037,cement_concrete
29037,iron_steel
29037,pesticides_fertilizer
29037,pet_refinery
29037,pulp_paper
29039,cement_concrete
29039,chemical
29039,iron_steel
29039,pesticides_fertilizer
29039,pet_refinery
29039,pulp_paper
29041,cement_concrete
29041,iron_steel
29041,pet_refinery
29041,pulp_paper
29043,cement_concrete
29043,iron_steel
29043,pulp_paper
29045,cement_concrete
29045,iron_steel
29045,pet_refinery
29045,pulp_paper
29047,cement_concrete
29049,cement_concrete
29049,iron_steel
29049,pet_refinery
29049,pulp_paper
29051,cement_concrete
29051,pet_refinery
29051,pulp_paper
29053,cement_concrete
29053,chemical
29053,iron_steel
29053,pesticides_fertilizer
29053,pulp_paper
29055,cement_concrete
29055,iron_steel
29055,pesticides_fertilizer
29055,pet_refinery
29055,pulp_paper
29057,cement_concrete
29057,iron_steel
29057,pet_refinery
29057,pulp_paper
29059,cement_concrete
29059,iron_steel
29059,pulp_paper
29061,cement_concrete
29061,chemical
29061,iron_steel
29061,pesticides_fertilizer
29061,pet_refinery
29061,pulp_paper
29063,cement_concrete
29063,chemical
29063,iron_steel
29063,pesticides_fertilizer
29063,pet_refinery
29063,pulp_paper
29065,cement_concrete
29065,food_bev
29065,iron_steel
29065,pet_refinery
29065,pulp_paper
29067,cement_concrete
29067,chemical
29067,iron_steel
29067,pesticides_fertilizer
29067,pet_refinery
29067,pulp_paper
29069,cement_concrete
29069,iron_steel
29069,pet_refinery
29069,pulp_paper
29071,cement_concrete
29071,pulp_paper
29073,cement_concrete
29073,iron_steel
29073,pesticides_fertilizer
29073,pet_refinery
29073,pulp_paper
29075,cement_concrete
29075,iron_steel
29075,pet_refinery
29075,pulp_paper
29077,cement_concrete
29077,pesticides_fertilizer
29077,pulp_paper
29079,cement_concrete
29079,iron_steel
29079,pet_refinery
29079,pulp_paper
29081,cement_concrete
29081,chemical
29081,iron_steel
29081,pesticides_fertilizer
29081,pet_refinery
29081,pulp_paper
29083,cement_concrete
29083,iron_steel
29083,pulp_paper
29085,cement_concrete
29085,food_bev
29085,iron_steel
29085,pet_refinery
29085,pulp_paper
29087,cement_concrete
29087,iron_steel
29087,pet_refinery
29087,pulp_paper
29089,cement_concrete
29089,pet_refinery
29089,pulp_paper
29091,cement_concrete
29091,iron_steel
29091,pet_refinery
29091,pulp_paper
29093,cement_concrete
29093,chemical
29093,iron_steel
29093,pesticides_fertilizer
29093,pet_refinery
29093,pulp_paper
29097,cement_concrete
29097,pesticides_fertilizer
29097,pulp_paper
29099,pesticides_fertilizer
29099,pulp_paper
29101,cement_concrete
29101,chemical
29101,iron_steel
29101,pesticides_fertilizer
29101,pet_refinery
29101,pulp_paper
29103,cement_concrete
29103,chemical
29103,iron_steel
29103,pesticides_fertilizer
29103,pet_refinery
29103,pulp_paper
29105,cement_concrete
29105,iron_steel
29105,pulp_paper
29107,cement_concrete
29107,iron_steel
29107,pet_refinery
29107,pulp_paper
29109,cement_concrete
29109,iron_steel
29109,pulp_paper
29111,cement_concrete
29111,iron_steel
29111,pet_refinery
29111,pulp_paper
29113,cement_concrete
29113,pulp_paper
29115,cement_concrete
29115,iron_steel
29115,pet_refinery
29115,pulp_paper
29117,cement_concrete
29117,iron_steel
29117,pet_refinery
29117,pulp_paper
29119,cement_concrete
29119,chemical
29119,iron_steel
29119,pesticides_fertilizer
29119,pet_refinery
29119,pulp_paper
29121,cement_concrete
29121,iron_steel
29121,pesticides_fertilizer
29121,pet_refinery
29121,pulp_paper
29123,cement_concrete
29123,iron_steel
29123,pet_refinery
29123,pulp_paper
29125,cement_concrete
29125,iron_steel
29125,pesticides_fertilizer
29125,pet_refinery
29125,pulp_paper
29127,cement_concrete
29127,iron_steel
29127,pet_refinery
29127,pulp_paper
29129,cement_concrete
29129,chemical
29129,iron_steel
29129,pesticides_fertilizer
29129,pet_refinery
29129,pulp_paper
29131,cement_concrete
29131,chemical
29131,iron_steel
29131,pesticides_fertilizer
29131,pet_refinery
29131,pulp_paper
29133,cement_concrete
29133,food_bev
29133,iron_steel
29133,pet_refinery
29133,pulp_paper
29135,cement_concrete
29135,pulp_paper
29137,cement_concrete
29137,chemical
29137,iron_steel
29137,pesticides_fertilizer
29137,pet_refinery
29137,pulp_paper
29139,cement_concrete
29139,iron_steel
29139,pet_refinery
29139,pulp_paper
29141,cement_concrete
29141,pet_refinery
29141,pulp_paper
29143,cement_concrete
29143,iron_steel
29143,pulp_paper
29145,cement_concrete
29145,pet_refinery
29145,pulp_paper
29147,cement_concrete
29147,iron_steel
29147,pet_refinery
29147,pulp_paper
29149,cement_concrete
29149,chemical
29149,iron_steel
29149,pesticides_fertilizer
29149,pet_refinery
29149,pulp_paper
29151,cement_concrete
29151,iron_steel
29151,pet_refinery
29151,pulp_paper
29153,cement_concrete
29153,chemical
29153,iron_steel
29153,pesticides_fertilizer
29153,pet_refinery
29153,pulp_paper
29155,cement_concrete
29155,food_bev
29155,iron_steel
29155,pet_refinery
29155,pulp_paper
29157,cement_concrete
29157,iron_steel
29157,pet_refinery
29157,pulp_paper
29159,cement_concrete
29159,pesticides_fertilizer
29159,pulp_paper
29161,cement_concrete
29161,pet_refinery
29161,pulp_paper
29163,iron_steel
29163,pet_refinery
29163,pulp_paper
29165,cement_concrete
29165,iron_steel
29165,pulp_paper
29167,cement_concrete
29167,iron_steel
29167,pet_refinery
29167,pulp_paper
29169,cement_concrete
29169,food_bev
29169,iron_steel
29169,pet_refinery
29169,pulp_paper
29171,cement_concrete
29171,chemical
29171,food_bev
29171,iron_steel
29171,pesticides_fertilizer
29171,pet_refinery
29171,pulp_paper
29173,chemical
29173,iron_steel
29173,pesticides_fertilizer
29173,pet_refinery
29173,pulp_paper
29175,cement_concrete
29175,iron_steel
29175,pesticides_fertilizer
29175,pet_refinery
29175,pulp_paper
29177,cement_concrete
29177,food_bev
29177,iron_steel
29177,pesticides_fertilizer
29177,pet_refinery
29177,pulp_paper
29179,cement_concrete
29179,chemical
29179,food_bev
29179,iron_steel
29179,pesticides_fertilizer
29179,pet_refinery
29179,pulp_paper
29181,cement_concrete
29181,iron_steel
29181,pet_refinery
29181,pulp_paper
29183,cement_concrete
29183,pulp_paper
29185,cement_concrete
29185,food_bev
29185,iron_steel
29185,pet_refinery
29185,pulp_paper
29186,cement_concrete
29186,chemical
29186,iron_steel
29186,pesticides_fertilizer
29186,pet_refinery
29186,pulp_paper
29187,cement_concrete
29187,iron_steel
29187,pet_refinery
29187,pulp_paper
29189,cement_concrete
29195,cement_concrete
29195,iron_steel
29195,pet_refinery
29195,pulp_paper
29197,cement_concrete
29197,chemical
29197,iron_steel
29197,pesticides_fertilizer
29197,pet_refinery
29197,pulp_paper
29199,cement_concrete
29199,iron_steel
29199,pet_refinery
29199,pulp_paper
29201,cement_concrete
29201,iron_steel
29201,pet_refinery
29201,pulp_paper
29203,cement_concrete
29203,food_bev
29203,iron_steel
29203,pet_refinery
29203,pulp_paper
29205,cement_concrete
29205,iron_steel
29205,pet_refinery
29205,pulp_paper
29207,cement_concrete
29207,iron_steel
29207,pet_refinery
29207,pulp_paper
29209,cement_concrete
29209,chemical
29209,iron_steel
29209,pesticides_fertilizer
29209,pet_refinery
29209,pulp_paper
29211,cement_concrete
29211,chemical
29211,iron_steel
29211,pesticides_fertilizer
29211,pet_refinery
29211,pulp_paper
29213,cement_concrete
29213,iron_steel
29213,pesticides_fertilizer
29213,pet_refinery
29213,pulp_paper
29215,cement_concrete
29215,iron_steel
29215,pet_refinery
29215,pulp_paper
29217,cement_concrete
29217,iron_steel
29217,pesticides_fertilizer
29217,pet_refinery
29217,pulp_paper
29219,cement_concrete
29219,chemical
29219,iron_steel
29219,pesticides_fertilizer
29219,pet_refinery
29219,pulp_paper
29221,cement_concrete
29221,iron_steel
29221,pesticides_fertilizer
29221,pet_refinery
29221,pulp_paper
29223,cement_concrete
29223,chemical
29223,iron_steel
29223,pesticides_fertilizer
29223,pet_refinery
29223,pulp_paper
29225,cement_concrete
29225,iron_steel
29225,pet_refinery
29225,pulp_paper
29227,cement_concrete
29227,food_bev
29227,iron_steel
29227,pet_refinery
29227,pulp_paper
29229,cement_concrete
29229,iron_steel
29229,pet_refinery
29229,pulp_paper
29510,cement_concrete
30001,cement_concrete
30001,chemical
30001,iron_steel
30001,pesticides_fertilizer
30001,pet_refinery
30001,pulp_paper
30003,cement_concrete
30003,chemical
30003,food_bev
30003,iron_steel
30003,pesticides_fertilizer
30003,pulp_paper
30005,cement_concrete
30005,chemical
30005,iron_steel
30005,pesticides_fertilizer
30005,pet_refinery
30005,pulp_paper
30007,cement_concrete
30007,chemical
30007,food_bev
30007,iron_steel
30007,pesticides_fertilizer
30007,pet_refinery
30007,pulp_paper
30009,cement_concrete
30009,chemical
30009,iron_steel
30009,pesticides_fertilizer
30009,pet_refinery
30009,pulp_paper
30011,cement_concrete
30011,chemical
30011,food_bev
30011,iron_steel
30011,other
30011,pesticides_fertilizer
30011,pet_refinery
30011,pulp_paper
30013,cement_concrete
30013,chemical
30013,iron_steel
30013,pesticides_fertilizer
30013,pulp_paper
30015,cement_concrete
30015,chemical
30015,iron_steel
30015,pesticides_fertilizer
30015,pet_refinery
30015,pulp_paper
30017,cement_concrete
30017,iron_steel
30017,pet_refinery
30017,pulp_paper
30019,cement_concrete
30019,chemical
30019,iron_steel
30019,pesticides_fertilizer
30019,pet_refinery
30019,pulp_paper
30021,cement_concrete
30021,chemical
30021,iron_steel
30021,pesticides_fertilizer
30021,pet_refinery
30021,pulp_paper
30023,cement_concrete
30023,chemical
30023,iron_steel
30023,pesticides_fertilizer
30023,pet_refinery
30023,pulp_paper
30025,cement_concrete
30025,chemical
30025,food_bev
30025,iron_steel
30025,pesticides_fertilizer
30025,pulp_paper
30027,cement_concrete
30027,iron_steel
30027,pet_refinery
30027,pulp_paper
30029,cement_concrete
30029,pet_refinery
30029,pulp_paper
30031,iron_steel
30031,pet_refinery
30031,pulp_paper
30033,cement_concrete
30033,chemical
30033,iron_steel
30033,other
30033,pesticides_fertilizer
30033,pet_refinery
30033,pulp_paper
30035,cement_concrete
30035,chemical
30035,food_bev
30035,iron_steel
30035,pesticides_fertilizer
30035,pet_refinery
30035,pulp_paper
30037,cement_concrete
30037,food_bev
30037,iron_steel
30037,pesticides_fertilizer
30037,pet_refinery
30037,pulp_paper
30039,cement_concrete
30039,chemical
30039,iron_steel
30039,pesticides_fertilizer
30039,pet_refinery
30039,pulp_paper
30041,cement_concrete
30041,iron_steel
30041,pet_refinery
30041,pulp_paper
30043,chemical
30043,iron_steel
30043,pesticides_fertilizer
30043,pulp_paper
30045,cement_concrete
30045,chemical
30045,food_bev
30045,iron_steel
30045,pesticides_fertilizer
30045,pet_refinery
30045,pulp_paper
30047,cement_concrete
30047,iron_steel
30047,pet_refinery
30047,pulp_paper
30049,cement_concrete
30049,pesticides_fertilizer
30049,pet_refinery
30049,pulp_paper
30051,cement_concrete
30051,food_bev
30051,iron_steel
30051,pesticides_fertilizer
30051,pet_refinery
30051,pulp_paper
30053,cement_concrete
30053,chemical
30053,food_bev
30053,iron_steel
30053,pesticides_fertilizer
30053,pet_refinery
30053,pulp_paper
30055,cement_concrete
30055,chemical
30055,food_bev
30055,iron_steel
30055,pesticides_fertilizer
30055,pet_refinery
30055,pulp_paper
30057,cement_concrete
30057,chemical
30057,iron_steel
30057,pesticides_fertilizer
30057,pet_refinery
30057,pulp_paper
30059,cement_concrete
30059,chemical
30059,iron_steel
30059,pesticides_fertilizer
30059,pet_refinery
30059,pulp_paper
30061,cement_concrete
30061,chemical
30061,food_bev
30061,iron_steel
30061,pesticides_fertilizer
30061,pet_refinery
30061,pulp_paper
30063,cement_concrete
30063,pesticides_fertilizer
30065,cement_concrete
30065,chemical
30065,food_bev
30065,iron_steel
30065,pesticides_fertilizer
30065,pet_refinery
30065,pulp_paper
30067,cement_concrete
30067,chemical
30067,iron_steel
30067,pesticides_fertilizer
30067,pet_refinery
30067,pulp_paper
30069,cement_concrete
30069,chemical
30069,food_bev
30069,iron_steel
30069,other
30069,pesticides_fertilizer
30069,pet_refinery
30069,pulp_paper
30071,cement_concrete
30071,chemical
30071,iron_steel
30071,pesticides_fertilizer
30071,pet_refinery
30071,pulp_paper
30073,cement_concrete
30073,iron_steel
30073,pet_refinery
30073,pulp_paper
30075,cement_concrete
30075,chemical
30075,iron_steel
30075,other
30075,pesticides_fertilizer
30075,pet_refinery
30075,pulp_paper
30077,cement_concrete
30077,chemical
30077,food_bev
30077,iron_steel
30077,pesticides_fertilizer
30077,pet_refinery
30077,pulp_paper
30079,cement_concrete
30079,iron_steel
30079,other
30079,pesticides_fertilizer
30079,pet_refinery
30079,pulp_paper
30081,cement_concrete
30081,iron_steel
30081,pet_refinery
30081,pulp_paper
30083,cement_concrete
30083,iron_steel
30083,pet_refinery
30083,pulp_paper
30085,cement_concrete
30085,chemical
30085,iron_steel
30085,pesticides_fertilizer
30085,pet_refinery
30085,pulp_paper
30087,cement_concrete
30087,chemical
30087,food_bev
30087,iron_steel
30087,pesticides_fertilizer
30087,pet_refinery
30087,pulp_paper
30089,cement_concrete
30089,iron_steel
30089,pesticides_fertilizer
30089,pet_refinery
30089,pulp_paper
30091,cement_concrete
30091,chemical
30091,food_bev
30091,iron_steel
30091,pesticides_fertilizer
